EmployeeID,Gender,Department,JobRole,HireDate,FTE,IsBadHire,ExitDate,EmploymentStatus,TenureYears
1377,Female,Finance,Engineer,2022-02-15,1.0,No,,Active,2.9
1378,Male,Operations,Executive,2021-08-17,1.0,No,,Active,3.4
1379,Female,Operations,Manager,2016-04-28,0.5,No,,Active,8.7
1380,Male,Sales,Associate,2017-08-30,0.75,Yes,2022-08-30,Terminated,7.3
1381,Female,HR,Executive,2024-01-13,1.0,No,,Active,1.0
1382,Female,Operations,Analyst,2022-04-24,1.0,Yes,,Active,2.7
1383,Female,Finance,Manager,2015-11-03,1.0,No,,Active,9.2
1384,Male,IT,Engineer,2016-04-01,1.0,No,2021-12-14,Terminated,8.8
1385,Male,Finance,Manager,2021-01-16,1.0,No,,Active,4.0
1386,Female,HR,Analyst,2015-11-27,0.75,No,,Active,9.1
1387,Male,Finance,Associate,2022-09-24,1.0,No,,Active,2.3
1388,Male,Sales,Associate,2015-08-13,0.75,No,,Active,9.4
1389,Male,HR,Associate,2023-04-19,1.0,No,,Active,1.7
1390,Male,IT,Engineer,2022-08-08,1.0,No,,Active,2.4
1391,Male,Sales,Executive,2024-10-15,1.0,No,,Active,0.2
1392,Male,HR,Executive,2019-01-19,1.0,No,,Active,6.0
1393,Female,IT,Manager,2023-07-14,0.75,No,,Active,1.5
1394,Female,Sales,Engineer,2023-12-30,0.5,No,,Active,1.0
1395,Male,Sales,Associate,2017-12-18,0.75,No,,Active,7.0
1396,Female,HR,Associate,2016-10-05,1.0,Yes,2021-01-14,Terminated,8.2
1397,Female,Operations,Analyst,2016-09-07,1.0,Yes,,Active,8.3
1398,Female,Sales,Analyst,2015-07-14,1.0,No,2016-06-02,Terminated,9.5
1399,Female,Sales,Associate,2016-05-03,0.5,Yes,,Active,8.7
1400,Male,IT,Associate,2021-01-13,1.0,No,,Active,4.0
1401,Female,Finance,Engineer,2022-04-11,1.0,No,,Active,2.7
1402,Female,HR,Executive,2018-06-03,1.0,Yes,2022-03-16,Terminated,6.6
1403,Male,HR,Analyst,2021-09-25,1.0,No,,Active,3.3
1404,Male,Operations,Executive,2023-12-21,1.0,No,,Active,1.0
1405,Female,Operations,Engineer,2018-01-07,1.0,No,2023-08-10,Terminated,7.0
1406,Female,HR,Associate,2018-02-21,0.75,Yes,,Active,6.9
1407,Female,Operations,Executive,2021-11-23,1.0,No,,Active,3.1
1408,Female,IT,Associate,2018-05-26,0.75,No,,Active,6.6
1409,Female,HR,Associate,2016-05-30,1.0,No,,Active,8.6
1410,Female,Operations,Manager,2019-06-14,1.0,No,,Active,5.6
1411,Male,HR,Executive,2018-02-01,1.0,No,,Active,6.9
1412,Female,Finance,Executive,2016-01-28,1.0,No,,Active,8.9
1413,Female,Sales,Associate,2016-09-22,1.0,No,,Active,8.3
1414,Male,HR,Engineer,2020-01-22,1.0,No,2025-08-17,Terminated,4.9
1415,Male,Sales,Manager,2022-04-09,1.0,No,2027-11-15,Terminated,2.7
1416,Male,Operations,Associate,2017-09-06,1.0,No,,Active,7.3
1417,Male,Sales,Analyst,2016-03-09,1.0,No,,Active,8.8
1418,Female,HR,Analyst,2024-04-25,1.0,No,,Active,0.7
1419,Female,Finance,Manager,2023-10-20,1.0,No,,Active,1.2
1420,Female,Operations,Engineer,2022-01-31,1.0,No,,Active,2.9
1421,Female,HR,Associate,2015-10-05,1.0,No,,Active,9.2
1422,Female,Operations,Executive,2015-08-21,1.0,No,,Active,9.4
1423,Female,IT,Manager,2019-04-02,0.75,No,,Active,5.8
1424,Male,Sales,Engineer,2019-05-14,0.75,No,,Active,5.6
1425,Female,IT,Executive,2018-01-18,1.0,Yes,2021-07-19,Terminated,7.0
1426,Male,HR,Analyst,2024-10-03,0.75,No,,Active,0.2
1427,Male,Finance,Analyst,2023-12-15,1.0,Yes,,Active,1.0
1428,Female,Operations,Executive,2021-08-06,1.0,No,,Active,3.4
1429,Male,Sales,Manager,2024-08-13,1.0,Yes,,Active,0.4
1430,Female,Operations,Analyst,2015-01-26,1.0,No,,Active,9.9
1431,Male,HR,Associate,2023-06-24,1.0,No,,Active,1.5
1432,Female,Operations,Executive,2018-11-18,1.0,No,,Active,6.1
1433,Male,Sales,Executive,2021-12-29,1.0,Yes,,Active,3.0
1434,Female,HR,Analyst,2024-03-26,1.0,No,,Active,0.8
1435,Female,Operations,Manager,2024-05-03,1.0,No,,Active,0.7
1436,Female,Finance,Associate,2021-05-03,0.75,No,2024-12-24,Terminated,3.7
1437,Female,HR,Manager,2016-04-05,1.0,Yes,,Active,8.7
1438,Female,HR,Engineer,2021-11-08,1.0,No,,Active,3.1
1439,Male,Finance,Engineer,2024-05-24,1.0,No,2029-08-20,Terminated,0.6
1440,Male,IT,Analyst,2017-12-27,1.0,Yes,,Active,7.0
1441,Male,Sales,Analyst,2017-10-03,1.0,No,,Active,7.2
1442,Female,IT,Analyst,2022-12-20,1.0,No,,Active,2.0
1443,Male,Operations,Engineer,2024-07-15,1.0,No,,Active,0.5
1444,Female,Finance,Manager,2020-06-17,0.5,No,,Active,4.5
1445,Female,IT,Manager,2016-05-05,0.75,No,,Active,8.7
1446,Male,HR,Analyst,2017-12-08,1.0,No,2019-12-25,Terminated,7.1
1447,Male,Operations,Associate,2022-02-24,1.0,No,2027-08-10,Terminated,2.9
1448,Female,Operations,Manager,2023-09-09,1.0,No,,Active,1.3
1449,Male,IT,Engineer,2015-08-04,1.0,No,,Active,9.4
1450,Female,IT,Executive,2024-08-10,1.0,No,,Active,0.4
1451,Female,Finance,Executive,2019-09-20,1.0,No,,Active,5.3
1452,Female,Sales,Executive,2019-05-12,0.5,No,,Active,5.6
1453,Female,IT,Associate,2022-02-19,1.0,No,,Active,2.9
1454,Female,IT,Analyst,2015-06-08,0.75,No,2017-05-18,Terminated,9.6
1455,Male,HR,Engineer,2021-12-11,0.75,No,2028-06-23,Terminated,3.1
1456,Male,Operations,Associate,2016-11-16,1.0,No,,Active,8.1
1457,Female,Sales,Engineer,2024-01-27,0.75,Yes,,Active,0.9
1458,Female,HR,Engineer,2022-10-12,0.75,No,,Active,2.2
1459,Male,Finance,Analyst,2019-11-12,0.75,No,,Active,5.1
1460,Male,Finance,Executive,2020-08-14,1.0,No,,Active,4.4
1461,Female,IT,Analyst,2020-01-18,1.0,No,,Active,5.0
1462,Male,IT,Associate,2021-08-05,1.0,No,,Active,3.4
1463,Female,Finance,Associate,2021-11-11,1.0,No,,Active,3.1
1464,Male,IT,Associate,2021-04-14,1.0,No,,Active,3.7
1465,Female,Sales,Analyst,2019-05-09,1.0,No,,Active,5.7
1466,Male,IT,Engineer,2019-08-24,0.5,No,,Active,5.4
1467,Female,Operations,Engineer,2023-03-13,1.0,No,,Active,1.8
1468,Male,IT,Manager,2021-10-05,1.0,No,,Active,3.2
1469,Male,HR,Associate,2020-04-30,1.0,Yes,2025-02-04,Terminated,4.7
1470,Female,Sales,Engineer,2020-08-24,1.0,No,,Active,4.4
1471,Male,HR,Manager,2022-08-15,1.0,No,,Active,2.4
1472,Female,HR,Engineer,2024-12-23,1.0,No,,Active,0.0
1473,Male,Operations,Associate,2018-02-19,1.0,No,,Active,6.9
1474,Female,Sales,Executive,2021-05-13,1.0,No,,Active,3.6
1475,Male,Sales,Associate,2019-05-01,1.0,No,,Active,5.7
1476,Female,Sales,Analyst,2021-11-05,1.0,No,,Active,3.2
1477,Male,Sales,Engineer,2024-06-23,1.0,No,,Active,0.5
1478,Female,Sales,Engineer,2024-03-19,1.0,No,,Active,0.8
1479,Male,Operations,Analyst,2024-12-24,0.5,No,,Active,0.0
1480,Female,IT,Analyst,2022-03-30,1.0,No,,Active,2.8
1481,Female,HR,Executive,2021-10-29,0.75,No,,Active,3.2
1482,Female,Sales,Engineer,2021-03-07,1.0,No,,Active,3.8
1483,Male,IT,Engineer,2022-07-24,1.0,No,,Active,2.4
1484,Female,IT,Executive,2021-06-07,1.0,No,,Active,3.6
1485,Male,HR,Manager,2020-04-16,0.75,No,2022-08-24,Terminated,4.7
1486,Female,Operations,Executive,2024-01-08,1.0,No,,Active,1.0
1487,Male,Finance,Associate,2019-10-24,0.75,No,2025-12-21,Terminated,5.2
1488,Female,Finance,Engineer,2020-08-12,1.0,No,2024-01-14,Terminated,4.4
1489,Male,IT,Analyst,2017-09-16,1.0,No,,Active,7.3
1490,Male,HR,Associate,2019-03-22,1.0,No,,Active,5.8
1491,Female,Finance,Engineer,2018-01-21,1.0,No,,Active,6.9
1492,Male,IT,Executive,2022-01-11,1.0,No,2024-07-07,Terminated,3.0
1493,Male,Operations,Associate,2024-07-31,0.75,No,,Active,0.4
1494,Female,Finance,Engineer,2016-05-07,1.0,No,,Active,8.7
1495,Male,IT,Manager,2024-01-20,1.0,No,,Active,0.9
1496,Male,IT,Manager,2016-09-11,1.0,No,,Active,8.3
1497,Male,Sales,Analyst,2023-11-07,1.0,No,,Active,1.2
1498,Female,Operations,Engineer,2021-07-06,0.75,No,,Active,3.5
1499,Male,Sales,Manager,2021-07-08,1.0,No,,Active,3.5
1500,Female,HR,Executive,2020-09-28,1.0,No,2025-12-20,Terminated,4.3
1501,Male,Sales,Engineer,2019-03-27,1.0,No,,Active,5.8
1502,Male,Sales,Executive,2017-05-12,0.75,No,,Active,7.6
1503,Male,Finance,Executive,2019-08-19,0.5,No,,Active,5.4
1504,Female,IT,Manager,2024-10-03,1.0,No,,Active,0.2
1505,Male,Operations,Engineer,2019-05-25,1.0,No,,Active,5.6
1506,Male,Sales,Associate,2021-05-08,0.75,No,,Active,3.7
1507,Female,Operations,Manager,2016-08-02,1.0,No,,Active,8.4
1508,Male,Sales,Manager,2020-03-05,1.0,No,,Active,4.8
1509,Female,HR,Engineer,2018-06-29,1.0,No,,Active,6.5
1510,Female,Sales,Engineer,2022-02-20,1.0,No,,Active,2.9
1511,Male,Finance,Executive,2022-07-06,1.0,No,,Active,2.5
1512,Female,IT,Engineer,2020-01-30,1.0,Yes,,Active,4.9
1513,Male,HR,Executive,2023-08-28,1.0,No,,Active,1.3
1514,Female,Sales,Manager,2021-10-29,1.0,No,,Active,3.2
1515,Female,Operations,Analyst,2023-05-23,0.5,No,,Active,1.6
1516,Male,HR,Associate,2018-09-17,0.75,No,,Active,6.3
1517,Female,HR,Manager,2018-03-08,1.0,Yes,2024-09-03,Terminated,6.8
1518,Female,Sales,Engineer,2015-12-23,0.75,No,2018-04-18,Terminated,9.0
1519,Female,HR,Associate,2019-06-13,1.0,No,,Active,5.6
1520,Female,Operations,Analyst,2021-05-10,0.75,No,,Active,3.6
1521,Female,HR,Analyst,2023-06-18,0.5,No,,Active,1.5
1522,Male,Operations,Executive,2020-06-29,1.0,No,,Active,4.5
1523,Female,Sales,Associate,2021-06-16,1.0,No,,Active,3.5
1524,Male,IT,Executive,2017-05-19,1.0,No,2022-04-15,Terminated,7.6
1525,Female,HR,Manager,2017-06-04,0.75,No,,Active,7.6
1526,Male,IT,Associate,2020-06-24,0.75,No,,Active,4.5
1527,Male,Operations,Manager,2021-01-10,1.0,No,,Active,4.0
1528,Female,HR,Executive,2018-11-14,1.0,Yes,,Active,6.1
1529,Female,Finance,Associate,2018-07-07,1.0,No,,Active,6.5
1530,Female,IT,Executive,2016-09-11,1.0,No,,Active,8.3
1531,Male,HR,Associate,2017-06-01,1.0,No,,Active,7.6
1532,Female,IT,Executive,2017-03-07,1.0,No,,Active,7.8
1533,Male,HR,Analyst,2024-12-21,1.0,No,,Active,0.0
1534,Male,Sales,Executive,2020-12-12,1.0,No,,Active,4.1
1535,Male,IT,Analyst,2024-05-18,1.0,Yes,,Active,0.6
1536,Female,Finance,Executive,2018-07-20,1.0,No,,Active,6.5
1537,Female,Finance,Associate,2016-09-10,1.0,No,,Active,8.3
1538,Male,Operations,Associate,2020-01-09,1.0,No,2022-05-18,Terminated,5.0
1539,Male,HR,Associate,2015-09-02,0.75,No,,Active,9.3
1540,Female,IT,Engineer,2022-12-05,0.75,No,,Active,2.1
1541,Male,Operations,Manager,2021-11-02,1.0,No,,Active,3.2
1542,Female,IT,Associate,2017-07-18,1.0,Yes,,Active,7.5
1543,Male,HR,Analyst,2018-06-24,0.5,Yes,,Active,6.5
1544,Female,Finance,Associate,2016-06-03,1.0,No,,Active,8.6
1545,Male,Sales,Engineer,2023-10-18,1.0,No,,Active,1.2
1546,Female,Finance,Analyst,2021-08-06,1.0,No,,Active,3.4
1547,Male,Operations,Engineer,2015-01-08,1.0,Yes,2018-03-05,Terminated,10.0
1548,Female,Sales,Analyst,2021-11-30,1.0,No,2028-03-30,Terminated,3.1
1549,Female,Operations,Executive,2024-05-16,0.75,No,,Active,0.6
1550,Male,HR,Manager,2020-07-12,0.75,No,,Active,4.5
1551,Male,Sales,Manager,2016-05-09,0.75,No,,Active,8.7
1552,Female,Operations,Engineer,2019-06-18,1.0,Yes,,Active,5.5
1553,Male,HR,Manager,2022-11-20,0.75,No,,Active,2.1
1554,Female,Finance,Engineer,2024-07-30,1.0,No,,Active,0.4
1555,Male,HR,Engineer,2017-11-28,1.0,No,2020-08-30,Terminated,7.1
1556,Female,IT,Engineer,2022-03-25,1.0,No,,Active,2.8
1557,Female,HR,Manager,2015-07-06,0.75,No,,Active,9.5
1558,Female,HR,Engineer,2022-09-02,0.5,No,,Active,2.3
1559,Female,IT,Manager,2020-02-21,0.5,No,,Active,4.9
1560,Female,Operations,Engineer,2020-11-10,1.0,No,,Active,4.1
1561,Female,Operations,Associate,2015-03-27,1.0,No,,Active,9.8
1562,Male,HR,Engineer,2023-07-13,0.75,No,2024-10-31,Terminated,1.5
1563,Male,IT,Analyst,2015-05-17,0.75,No,,Active,9.6
1564,Male,IT,Engineer,2021-10-04,0.75,No,,Active,3.2
1565,Female,Finance,Executive,2020-10-22,0.75,No,2024-09-24,Terminated,4.2
1566,Female,Operations,Engineer,2024-11-28,1.0,No,,Active,0.1
1567,Female,Sales,Analyst,2019-06-25,1.0,No,,Active,5.5
1568,Female,Operations,Analyst,2024-10-23,1.0,No,,Active,0.2
1569,Male,Operations,Manager,2023-11-02,1.0,No,,Active,1.2
1570,Male,Finance,Associate,2024-02-09,0.75,No,,Active,0.9
1571,Female,Sales,Engineer,2021-01-27,1.0,No,,Active,3.9
1572,Male,Finance,Manager,2019-10-18,1.0,Yes,2026-03-07,Terminated,5.2
1573,Male,Sales,Associate,2021-01-26,1.0,No,,Active,3.9
1574,Female,HR,Engineer,2019-11-23,1.0,No,,Active,5.1
1575,Male,Sales,Executive,2017-05-21,0.75,Yes,,Active,7.6
1576,Female,Finance,Engineer,2021-06-27,0.75,Yes,,Active,3.5
1577,Male,Operations,Analyst,2024-12-17,0.75,No,,Active,0.0
1578,Female,Sales,Analyst,2021-11-08,1.0,No,,Active,3.1
1579,Female,Sales,Executive,2017-08-01,1.0,No,,Active,7.4
1580,Female,IT,Manager,2019-06-15,1.0,No,,Active,5.6
1581,Female,Operations,Associate,2022-10-08,1.0,No,2027-12-29,Terminated,2.2
1582,Male,HR,Engineer,2022-04-14,1.0,No,,Active,2.7
1583,Female,Finance,Analyst,2023-11-01,1.0,No,,Active,1.2
1584,Female,HR,Manager,2023-01-15,0.75,Yes,2029-01-27,Terminated,2.0
1585,Female,Operations,Executive,2015-12-15,1.0,No,,Active,9.1
1586,Male,Sales,Analyst,2024-08-23,0.75,No,,Active,0.4
1587,Female,Sales,Executive,2019-08-04,1.0,Yes,2020-12-25,Terminated,5.4
1588,Male,Operations,Engineer,2018-04-11,1.0,No,,Active,6.7
1589,Female,Sales,Associate,2015-01-10,0.75,Yes,,Active,10.0
1590,Male,Sales,Analyst,2022-08-19,1.0,No,,Active,2.4
1591,Male,Sales,Analyst,2024-02-19,1.0,No,,Active,0.9
1592,Female,Finance,Engineer,2019-01-01,1.0,No,,Active,6.0
1593,Male,Finance,Manager,2024-02-01,1.0,No,,Active,0.9
1594,Female,IT,Associate,2016-10-28,1.0,No,,Active,8.2
1595,Female,HR,Analyst,2022-02-06,0.5,No,,Active,2.9
1596,Female,Operations,Associate,2019-03-03,0.75,No,,Active,5.8
1597,Male,Operations,Analyst,2020-12-16,0.5,No,,Active,4.0
1598,Male,Operations,Associate,2016-08-23,1.0,No,2020-04-19,Terminated,8.4
1599,Female,IT,Executive,2022-04-06,0.75,No,,Active,2.7
1600,Female,Finance,Analyst,2015-11-23,1.0,No,2021-07-24,Terminated,9.1
1601,Male,IT,Associate,2017-09-06,1.0,No,,Active,7.3
1602,Female,Operations,Manager,2021-09-17,1.0,Yes,,Active,3.3
1603,Female,HR,Executive,2016-09-20,1.0,Yes,,Active,8.3
1604,Female,Sales,Executive,2019-06-18,1.0,No,,Active,5.5
1605,Male,Finance,Manager,2024-05-23,1.0,No,,Active,0.6
1606,Male,Finance,Associate,2022-07-28,0.5,No,,Active,2.4
1607,Male,IT,Engineer,2023-06-16,0.75,Yes,,Active,1.5
1608,Female,Finance,Manager,2015-10-01,1.0,No,,Active,9.3
1609,Female,Operations,Associate,2016-11-15,0.5,No,,Active,8.1
1610,Female,Operations,Manager,2015-04-26,0.5,No,,Active,9.7
1611,Male,IT,Manager,2017-05-10,1.0,No,,Active,7.6
1612,Female,Operations,Analyst,2020-06-26,0.5,No,,Active,4.5
1613,Female,HR,Associate,2016-11-23,1.0,No,,Active,8.1
1614,Female,IT,Engineer,2023-08-29,0.75,No,,Active,1.3
1615,Female,HR,Analyst,2018-01-10,1.0,No,,Active,7.0
1616,Male,Sales,Manager,2021-06-29,1.0,No,2023-01-11,Terminated,3.5
1617,Male,HR,Manager,2023-03-28,1.0,No,,Active,1.8
1618,Female,Sales,Manager,2020-12-01,1.0,No,,Active,4.1
1619,Male,Sales,Associate,2019-11-28,1.0,No,,Active,5.1
1620,Male,HR,Associate,2023-07-27,0.75,Yes,2030-01-16,Terminated,1.4
1621,Female,IT,Analyst,2015-06-03,1.0,No,,Active,9.6
1622,Female,Operations,Engineer,2020-03-15,1.0,No,2023-01-01,Terminated,4.8
1623,Male,Operations,Analyst,2018-11-28,1.0,No,,Active,6.1
1624,Female,Sales,Executive,2018-07-13,1.0,No,,Active,6.5
1625,Male,Sales,Manager,2015-11-11,0.75,No,2022-09-12,Terminated,9.1
1626,Female,IT,Manager,2017-11-30,1.0,No,,Active,7.1
1627,Male,Finance,Manager,2015-04-15,1.0,No,,Active,9.7
1628,Female,HR,Analyst,2020-04-08,0.5,No,,Active,4.7
1629,Male,Sales,Analyst,2020-03-28,1.0,Yes,2021-10-24,Terminated,4.8
1630,Male,Operations,Manager,2018-05-01,0.75,No,,Active,6.7
1631,Male,IT,Analyst,2018-11-25,0.75,No,,Active,6.1
1632,Female,HR,Associate,2024-03-03,0.75,No,,Active,0.8
1633,Male,IT,Associate,2021-07-29,0.5,No,,Active,3.4
1634,Male,HR,Analyst,2023-05-22,1.0,No,2025-02-09,Terminated,1.6
1635,Female,HR,Manager,2019-11-08,0.75,No,,Active,5.2
1636,Female,Sales,Analyst,2020-05-14,1.0,Yes,,Active,4.6
1637,Male,IT,Analyst,2022-08-12,1.0,Yes,2026-10-24,Terminated,2.4
1638,Male,IT,Analyst,2019-05-23,0.75,No,,Active,5.6
1639,Female,Operations,Executive,2016-12-09,1.0,No,,Active,8.1
1640,Female,Operations,Associate,2024-02-10,1.0,No,,Active,0.9
1641,Female,Sales,Engineer,2016-10-12,1.0,No,,Active,8.2
1642,Female,Sales,Engineer,2022-11-11,0.5,No,,Active,2.1
1643,Female,Finance,Executive,2017-08-04,1.0,No,,Active,7.4
1644,Male,Operations,Analyst,2016-10-22,1.0,No,,Active,8.2
1645,Female,HR,Executive,2020-11-16,0.75,No,,Active,4.1
1646,Male,IT,Executive,2022-03-20,0.5,No,,Active,2.8
1647,Male,Sales,Manager,2021-05-18,1.0,No,,Active,3.6
1648,Male,IT,Associate,2021-09-16,0.75,No,,Active,3.3
1649,Female,IT,Engineer,2018-02-06,1.0,Yes,,Active,6.9
1650,Male,Finance,Analyst,2016-11-30,1.0,No,2022-11-05,Terminated,8.1
1651,Male,Operations,Engineer,2021-02-24,1.0,No,,Active,3.9
1652,Female,Sales,Engineer,2024-03-28,1.0,Yes,,Active,0.8
1653,Male,IT,Associate,2020-07-31,0.75,No,,Active,4.4
1654,Male,Sales,Engineer,2021-07-02,0.75,No,,Active,3.5
1655,Female,HR,Engineer,2021-01-10,1.0,No,,Active,4.0
1656,Male,Finance,Executive,2016-07-05,1.0,Yes,,Active,8.5
1657,Male,HR,Associate,2016-02-09,1.0,No,,Active,8.9
1658,Male,Sales,Manager,2016-04-06,0.75,No,2020-05-03,Terminated,8.7
1659,Female,Sales,Analyst,2020-12-19,0.75,No,,Active,4.0
1660,Female,Operations,Engineer,2022-10-09,0.5,No,,Active,2.2
1661,Female,IT,Analyst,2017-05-23,1.0,No,,Active,7.6
1662,Male,IT,Manager,2015-03-25,0.5,Yes,,Active,9.8
1663,Male,HR,Analyst,2018-11-23,1.0,Yes,,Active,6.1
1664,Female,Finance,Manager,2022-09-02,1.0,No,,Active,2.3
1665,Male,IT,Executive,2022-04-29,1.0,No,,Active,2.7
1666,Male,Operations,Engineer,2023-09-16,1.0,No,,Active,1.3
1667,Female,HR,Manager,2015-08-09,0.75,No,,Active,9.4
1668,Female,HR,Analyst,2022-02-13,1.0,Yes,,Active,2.9
1669,Male,Operations,Engineer,2018-10-23,1.0,No,,Active,6.2
1670,Male,Finance,Executive,2023-10-24,1.0,No,,Active,1.2
1671,Male,Operations,Engineer,2015-04-22,1.0,No,,Active,9.7
1672,Female,Finance,Manager,2016-09-06,1.0,Yes,,Active,8.3
1673,Female,Operations,Executive,2019-05-01,0.75,No,,Active,5.7
1674,Female,Operations,Analyst,2023-02-19,0.75,No,2027-03-07,Terminated,1.9
1675,Female,Sales,Executive,2024-10-05,1.0,No,,Active,0.2
1676,Male,HR,Executive,2024-10-16,1.0,No,,Active,0.2
1677,Female,Operations,Associate,2016-04-19,0.5,No,,Active,8.7
1678,Female,Operations,Executive,2022-11-23,1.0,No,,Active,2.1
1679,Female,IT,Executive,2020-03-28,1.0,No,,Active,4.8
1680,Female,HR,Engineer,2015-09-28,0.75,No,2021-11-22,Terminated,9.3
1681,Female,IT,Analyst,2021-10-04,1.0,No,,Active,3.2
1682,Male,HR,Engineer,2020-04-04,1.0,Yes,2027-01-04,Terminated,4.7
1683,Male,IT,Engineer,2022-07-17,0.5,Yes,2026-07-29,Terminated,2.5
1684,Female,Operations,Manager,2018-10-22,1.0,No,,Active,6.2
1685,Male,Operations,Engineer,2024-03-05,1.0,No,,Active,0.8
1686,Female,Sales,Associate,2024-03-08,1.0,No,,Active,0.8
1687,Female,IT,Associate,2015-02-09,1.0,No,,Active,9.9
1688,Male,Finance,Manager,2020-06-05,1.0,No,2025-12-25,Terminated,4.6
1689,Male,Sales,Analyst,2021-02-14,1.0,No,,Active,3.9
1690,Female,IT,Analyst,2023-11-10,1.0,No,2024-11-09,Terminated,1.1
1691,Female,IT,Engineer,2017-09-20,1.0,No,,Active,7.3
1692,Female,Sales,Engineer,2020-07-05,0.75,Yes,2024-05-18,Terminated,4.5
1693,Male,Operations,Engineer,2024-11-16,0.75,Yes,2029-04-21,Terminated,0.1
1694,Female,IT,Analyst,2022-01-27,0.75,No,,Active,2.9
1695,Female,Operations,Executive,2023-06-03,1.0,Yes,,Active,1.6
1696,Female,Sales,Associate,2015-10-17,0.5,No,,Active,9.2
1697,Male,Operations,Executive,2021-10-16,1.0,No,2022-12-22,Terminated,3.2
1698,Female,HR,Executive,2021-11-23,0.75,No,2022-06-09,Terminated,3.1
1699,Female,Finance,Analyst,2023-11-27,0.75,No,,Active,1.1
1700,Male,IT,Executive,2024-02-02,1.0,No,,Active,0.9
1701,Female,Finance,Manager,2022-04-29,1.0,No,,Active,2.7
1702,Female,Operations,Engineer,2015-10-06,0.5,No,2019-06-06,Terminated,9.2
1703,Male,IT,Manager,2023-01-03,1.0,No,,Active,2.0
1704,Female,Operations,Associate,2016-08-03,1.0,No,,Active,8.4
1705,Male,HR,Engineer,2017-05-12,0.75,No,,Active,7.6
1706,Male,Sales,Executive,2015-09-11,1.0,No,,Active,9.3
1707,Female,IT,Associate,2015-06-30,1.0,Yes,,Active,9.5
1708,Female,HR,Engineer,2016-11-11,0.5,No,,Active,8.1
1709,Female,HR,Executive,2017-04-04,1.0,No,,Active,7.7
1710,Female,IT,Manager,2024-10-20,1.0,No,,Active,0.2
1711,Male,Operations,Engineer,2016-11-30,1.0,No,,Active,8.1
1712,Female,HR,Executive,2022-02-26,0.75,No,,Active,2.8
1713,Male,Finance,Manager,2018-09-11,0.5,No,,Active,6.3
1714,Female,HR,Associate,2018-10-12,1.0,No,,Active,6.2
1715,Female,Operations,Associate,2019-08-01,0.5,No,2020-09-06,Terminated,5.4
1716,Female,Operations,Associate,2022-06-20,1.0,No,,Active,2.5
1717,Male,Finance,Associate,2021-09-04,1.0,No,2022-03-05,Terminated,3.3
1718,Female,HR,Analyst,2019-06-27,1.0,No,,Active,5.5
1719,Female,Operations,Engineer,2020-05-11,1.0,No,,Active,4.6
1720,Female,IT,Engineer,2023-08-23,1.0,No,,Active,1.4
1721,Female,Sales,Analyst,2024-04-11,0.5,Yes,,Active,0.7
1722,Male,Sales,Executive,2015-07-31,1.0,No,,Active,9.4
1723,Female,Sales,Executive,2019-03-19,0.75,No,,Active,5.8
1724,Male,HR,Associate,2016-01-19,0.75,No,,Active,9.0
1725,Male,Finance,Manager,2019-09-11,1.0,No,,Active,5.3
1726,Male,Operations,Executive,2015-12-08,1.0,No,,Active,9.1
1727,Male,IT,Manager,2020-01-13,1.0,No,,Active,5.0
1728,Male,IT,Engineer,2020-06-10,0.75,No,,Active,4.6
1729,Male,HR,Manager,2017-04-23,1.0,No,,Active,7.7
1730,Female,Sales,Engineer,2023-07-07,0.75,No,,Active,1.5
1731,Male,HR,Analyst,2019-03-15,1.0,No,,Active,5.8
1732,Male,Finance,Analyst,2016-02-24,0.75,No,,Active,8.9
1733,Male,Finance,Associate,2022-08-30,1.0,No,2026-08-08,Terminated,2.3
1734,Female,Operations,Executive,2023-11-15,1.0,No,2026-09-13,Terminated,1.1
1735,Female,Operations,Associate,2020-06-11,1.0,No,,Active,4.6
1736,Male,Finance,Engineer,2020-04-16,1.0,No,,Active,4.7
1737,Female,Finance,Associate,2024-05-07,1.0,No,,Active,0.7
1738,Male,Finance,Manager,2020-01-24,1.0,No,,Active,4.9
1739,Male,HR,Engineer,2015-11-02,0.75,No,,Active,9.2
1740,Female,Finance,Analyst,2024-11-22,0.75,No,,Active,0.1
1741,Male,IT,Executive,2022-07-12,1.0,No,,Active,2.5
1742,Female,Sales,Engineer,2017-05-18,1.0,No,,Active,7.6
1743,Female,Finance,Engineer,2022-01-28,1.0,No,,Active,2.9
1744,Male,Sales,Manager,2018-02-09,0.75,Yes,,Active,6.9
1745,Male,HR,Executive,2018-12-05,1.0,No,,Active,6.1
1746,Female,Sales,Analyst,2015-07-25,1.0,Yes,,Active,9.4
1747,Male,HR,Engineer,2023-12-01,1.0,No,,Active,1.1
1748,Male,IT,Engineer,2024-06-15,1.0,No,,Active,0.5
1749,Male,HR,Manager,2016-05-10,1.0,No,,Active,8.6
1750,Female,HR,Associate,2024-06-12,0.75,Yes,,Active,0.6
1751,Female,Operations,Analyst,2023-07-16,1.0,No,,Active,1.5
1752,Male,Finance,Executive,2020-03-24,1.0,No,2024-10-17,Terminated,4.8
1753,Female,Finance,Engineer,2024-12-01,1.0,No,,Active,0.1
1754,Female,IT,Engineer,2024-11-08,0.75,Yes,2025-12-20,Terminated,0.1
1755,Female,IT,Analyst,2021-12-26,0.5,No,,Active,3.0
1756,Female,Finance,Associate,2017-11-11,1.0,No,,Active,7.1
1757,Female,Operations,Engineer,2015-08-01,1.0,No,,Active,9.4
